   0.00000000      -87.8638458       2.82470137E-06
   2.81250000      -87.8638458       1.39418989E-06
   5.62500000      -87.8638458       4.40515578E-07
   8.43750000      -87.8638458       2.91503966E-07
   11.2500000      -87.8638458       1.03656203E-06
   14.0625000      -87.8638458       2.13924795E-06
   16.8750000      -87.8638458       3.18232924E-06
   19.6875000      -87.8638458       3.98699194E-06
   22.5000000      -87.8638458       4.52343374E-06
   25.3125000      -87.8638458       4.52343374E-06
   28.1250000      -87.8638458       3.77837569E-06
   30.9375000      -87.8638458       2.02003866E-06
   33.7500000      -87.8638458      -6.32368028E-07
   36.5625000      -87.8638458      -2.89734453E-06
   39.3750000      -87.8638458      -4.20864671E-06
   42.1875000      -87.8638458      -4.38746065E-06
   45.0000000      -87.8638458      -3.82121652E-06
   47.8125000      -87.8638458      -3.43378633E-06
   50.6250000      -87.8638458      -3.61260027E-06
   53.4375000      -87.8638458      -4.17884439E-06
   56.2500000      -87.8638458      -4.50666994E-06
   59.0625000      -87.8638458      -4.02983278E-06
   61.8750000      -87.8638458      -2.83773988E-06
   64.6875000      -87.8638458      -1.25821680E-06
   67.5000000      -87.8638458       5.29922545E-07
   70.3125000      -87.8638458       2.13924795E-06
   73.1250000      -87.8638458       3.95718962E-06
   75.9375000      -87.8638458       5.98374754E-06
   78.7500000      -87.8638458       8.33813101E-06
   81.5625000      -87.8638458       1.02752820E-05
   84.3750000      -87.8638458       1.18846074E-05
   87.1875000      -87.8638458       1.31065026E-05
   90.0000000      -87.8638458       1.42389908E-05
   92.8125000      -87.8638458       1.52522698E-05
   95.6250000      -87.8638458       1.65635720E-05
   98.4375000      -87.8638458       1.83219090E-05
   101.250000      -87.8638458       2.05868855E-05
   104.062500      -87.8638458       2.26730481E-05
   106.875000      -87.8638458       2.45207921E-05
   109.687500      -87.8638458       2.61599198E-05
   112.500000      -87.8638458       2.79480591E-05
   115.312500      -87.8638458       2.94977799E-05
   118.125000      -87.8638458       3.06302682E-05
   120.937500      -87.8638458       3.08686867E-05
   123.750000      -87.8638458       3.02726403E-05
   126.562500      -87.8638458       2.94083729E-05
   129.375000      -87.8638458       2.88123265E-05
   132.187500      -87.8638458       2.86931172E-05
   135.000000      -87.8638458       2.91103497E-05
   137.812500      -87.8638458       2.99150124E-05
   140.625000      -87.8638458       3.11667100E-05
   143.437500      -87.8638458       3.28356400E-05
   146.250000      -87.8638458       3.48621979E-05
   149.062500      -87.8638458       3.65907326E-05
   151.875000      -87.8638458       3.80510464E-05
   154.687500      -87.8638458       3.93325463E-05
   157.500000      -87.8638458       4.06736508E-05
   160.312500      -87.8638458       4.18657437E-05
   163.125000      -87.8638458       4.28194180E-05
   165.937500      -87.8638458       4.33558598E-05
   168.750000      -87.8638458       4.33856621E-05
   171.562500      -87.8638458       4.30578366E-05
   174.375000      -87.8638458       4.24617901E-05
   177.187500      -87.8638458       4.17465344E-05
   180.000000      -87.8638458       4.07928601E-05
   182.812500      -87.8638458       3.96603718E-05
   185.625000      -87.8638458       3.81702557E-05
   188.437500      -87.8638458       3.63523141E-05
   191.250000      -87.8638458       3.40575352E-05
   194.062500      -87.8638458       3.19415703E-05
   196.875000      -87.8638458       3.00044194E-05
   199.687500      -87.8638458       2.85143033E-05
   202.500000      -87.8638458       2.74414197E-05
   205.312500      -87.8638458       2.70241871E-05
   208.125000      -87.8638458       2.69943848E-05
   210.937500      -87.8638458       2.73222104E-05
   213.750000      -87.8638458       2.79778615E-05
   216.562500      -87.8638458       2.88719311E-05
   219.375000      -87.8638458       2.99448147E-05
   222.187500      -87.8638458       3.09878960E-05
   225.000000      -87.8638458       3.19415703E-05
   227.812500      -87.8638458       3.25972214E-05
   230.625000      -87.8638458       3.33124772E-05
   233.437500      -87.8638458       3.43555585E-05
   236.250000      -87.8638458       3.56668606E-05
   239.062500      -87.8638458       3.63225117E-05
   241.875000      -87.8638458       3.55774537E-05
   244.687500      -87.8638458       3.30442563E-05
   247.500000      -87.8638458       2.88123265E-05
   250.312500      -87.8638458       2.47592106E-05
   253.125000      -87.8638458       2.15703622E-05
   255.937500      -87.8638458       1.97822228E-05
   258.750000      -87.8638458       1.93947926E-05
   261.562500      -87.8638458       2.00802460E-05
