           1   124.91324768916211     
           2   1.7311357783550858E-014
           3   6.7914682998936256E-014
           4   6.0503707065094255E-014
           5   1.4984431515912448E-014
           6   1.9498782413141404E-014
           7   5.4115704613021220E-014
           8   1.8476616917193258E-013
           9   8.1509939504006807E-014
          10   1.1966872961136201E-013
          11   4.3174973783443717E-014
          12   1.5726122791644661E-013
          13   6.0671842769561851E-014
          14   6.5880079290449104E-014
          15   8.2757409731888953E-014
          16   6.4003983775478872E-014
          17   1.4737306386040442E-013
          18   4.3185445545853572E-017
          19   1.5042252828071274E-013
          20   3.1542654224860118E-014
          21   1.2903897432635771E-013
          22   7.1093204389478552E-015
          23   1.3411703975374056E-013
          24   4.0416607491264774E-016
          25   1.2361534968760899E-013
          26   1.7381064186409585E-015
          27   1.3335394021655267E-013
          28   9.9061073338060846E-017
          29   1.5407648647367301E-013
          30   3.7927675299339257E-015
          31   1.6204501861452027E-013
          32   9.7586664985322462E-018
          33   1.6151644500388537E-013
          34   1.3418740051610716E-016
          35   1.5842745753116560E-013
          36   1.7093749490610626E-016
          37   1.5528115689627563E-013
          38   1.3018006346741897E-016
          39   1.5039786744566005E-013
          40   2.7165820781551749E-020
          41   1.3475006704275063E-013
          42   2.8066348836075969E-017
