           1   848.04163937566159     
           2   5.9553539044828960E-005
           3   1.1340141433943061     
           4   8.4853751594423689E-003
           5   686.21215906095551     
           6   2.0524186555197796E-004
           7   1.3562789848348205     
           8   1.5795189107893938E-002
           9  0.40036715008151419     
          10   6.3075589980863146E-003
          11  0.12634647530390358     
          12   6.0015383854221296E-004
          13   5.4986250904092336E-002
          14   9.0486031068652453E-005
          15   1.5753097855186703E-002
          16   9.1775913614693523E-005
          17   2.3310564423629051E-002
          18   7.5308204627187708E-006
          19   1.3026951776371060E-002
          20   5.0070820265713082E-006
          21   6.6661505753881842E-003
          22   4.3979373528787086E-007
          23   9.5910351272753182E-003
          24   1.7222414063026575E-007
          25   5.4797162402344286E-003
          26   3.4461640269858264E-008
          27   5.1560385491427781E-003
          28   3.1149057063250728E-008
          29   3.6497184205930683E-003
          30   2.2699951826421382E-008
          31   3.1447961756281926E-003
          32   1.4180064971527017E-008
          33   3.9179141658914297E-003
          34   6.7236590106143684E-009
          35   1.7196351838811895E-003
          36   6.1794057863854365E-009
          37   1.9940491959063583E-003
          38   5.6902939556494842E-009
          39   1.5624412098305157E-003
          40   2.6772319349544119E-009
          41   1.6651546590213326E-003
          42   8.1256286490963112E-010
