           1   833.37781659385723     
           2   4.6092240145006140E-016
           3   4.1242908131970020E-016
           4   7.3100279111625804E-016
           5   692.71253228893374     
           6   7.3480674026701186E-016
           7   5.0800733205606052E-017
           8   1.5562042935668923E-015
           9   5.1070527108995448E-017
          10   5.1968460984525972E-015
          11   6.3895226885285350E-017
          12   1.3741812205407328E-014
          13   7.0561247274040264E-017
          14   2.5170402716642483E-014
          15   6.3249009430478429E-017
          16   3.3956718881364867E-014
          17   4.8150793042901572E-017
          18   3.7809022676491132E-014
          19   3.4519476795067954E-017
          20   4.0487295893431127E-014
          21   2.6584173625749803E-017
          22   4.8306852899779434E-014
          23   2.3944532676960262E-017
          24   6.6695568528236937E-014
          25   2.4426960559124397E-017
          26   9.7488003023427726E-014
          27   2.5496754638003779E-017
          28   1.3516950496929347E-013
          29   2.5122414887170450E-017
          30   1.6787021677655645E-013
          31   2.2722449000516945E-017
          32   1.8679070822490417E-013
          33   1.9217996873764987E-017
          34   1.9470760040972265E-013
          35   1.6001022124857470E-017
          36   2.0390495977839177E-013
          37   1.3928161654567288E-017
          38   2.2751242271941665E-013
          39   1.3073524172795117E-017
          40   2.7238759664290358E-013
          41   1.2968420571433784E-017
          42   3.3448889911526111E-013
          43   1.2926989571529023E-017
          44   3.9784601379259233E-013
          45   1.2396738644389259E-017
          46   4.4282466162280307E-013
          47   1.1248859130198286E-017
          48   4.6110621018347825E-013
          49   9.7858755127048114E-018
          50   4.6306347156856213E-013
          51   8.4578280335057699E-018
          52   4.7003531200991629E-013
          53   7.5588081705309594E-018
          54   5.0031845483046189E-013
          55   7.1142426322413129E-018
          56   5.5917558803061145E-013
          57   6.9364687615125439E-018
          58   6.3465650573902386E-013
          59   6.7532067786490166E-018
          60   7.0124224414483176E-013
          61   6.3576651931760241E-018
          62   7.3477710406190409E-013
          63   5.7180644104680482E-018
          64   7.3054753200118990E-013
          65   4.9708313026405953E-018
          66   7.0743935040449202E-013
          67   4.3057935091887034E-018
          68   6.9412752414778958E-013
          69   3.8435400453472486E-018
          70   7.1094835082914978E-013
          71   3.5857586272853495E-018
          72   7.5927566766710567E-013
          73   3.4393981366826917E-018
          74   8.1974951860286761E-013
          75   3.2794693113311356E-018
          76   8.6077000586903121E-013
          77   3.0194706953703770E-018
          78   8.5807157567044412E-013
          79   2.6557686559742289E-018
          80   8.1298054866779144E-013
          81   2.2577166991972200E-018
          82   7.5165521212163142E-013
          83   1.9194705912848730E-018
          84   7.0597972300313544E-013
          85   1.6837190523450685E-018
