           1   25.797720100947402     
           2  0.20495567243239771     
           3   23.806940365970494     
           4   1.7039510492868339     
           5   11.301740827275909     
           6   6.7989356410488799     
           7   8.2096718305258367     
           8   8.9865652397184252     
           9   6.8084679596391355     
          10   7.3906528337703143     
          11   5.7730543786146837     
          12   5.2297542697077146     
          13   3.2884451502687710     
          14   4.1072295747831404     
          15   2.3896657041859730     
          16   2.1045049843590040     
          17   2.1309800609535059     
          18  0.98825509063679318     
          19   1.0407160929772594     
          20  0.66735319376982905     
          21  0.53688559945586456     
          22  0.71241838340627250     
          23  0.70711981373567767     
          24  0.47080298509308816     
          25  0.51563265700780081     
          26  0.43070078024842978     
          27  0.30888102465656042     
          28  0.31412935062439318     
          29  0.28315797078622201     
          30  0.24828465074199860     
          31  0.28319909734503906     
          32  0.24630250503812948     
          33  0.24161779923751300     
          34  0.23734455037300278     
          35  0.16839499603520283     
          36  0.15810279095142205     
          37  0.19636312941038331     
          38  0.11383273522848170     
          39  0.15772402925607951     
          40   8.1182366290198232E-002
          41  0.14399608352212223     
          42  0.10059812273243014     
