           1   18.342186232656239     
           2  0.63156009962960147     
           3   39.520283989335518     
           4   9.5610104388978794     
           5   7.8914328296657574     
           6   9.8719992379420152     
           7   9.8129733217289008     
           8   4.8620034693836160     
           9   2.1200025691167670     
          10   1.4693880659454230     
          11   1.7302552282640276     
          12   1.7965205556617347     
          13   1.3562967299714572     
          14  0.79153011655236982     
          15  0.48826272048034947     
          16  0.28837644637558330     
          17  0.16309967790368593     
          18  0.18840307299928238     
          19  0.12395149585054346     
          20   4.7947100238968414E-002
          21   4.9423458684695644E-002
          22   3.1745809079601020E-002
          23   2.0044720764902879E-002
          24   1.6914904724566259E-002
          25   1.2653646817172242E-002
          26   7.9312054195421703E-003
          27   5.6644940568792296E-003
          28   4.4098163819386122E-003
          29   2.8797950417329271E-003
          30   3.1860464798019387E-003
          31   1.8486741946865139E-003
