           1   124.91324620769507     
           2   5.2651820947309453E-015
           3   8.6231868550038195E-014
           4   6.1920454477479567E-014
           5   4.5469384609152274E-014
           6   4.2542591197035374E-014
           7   7.8463130248820871E-014
           8   1.3665176222321048E-013
           9   9.6768906867322912E-014
          10   1.4566634098261658E-013
          11   1.3369019651757242E-014
          12   2.1825524491710308E-013
          13   9.2103690432983510E-014
          14   1.8471853801022805E-015
          15   1.1233028257032008E-013
          16   1.5989787143645353E-013
          17   5.8254705960198512E-014
          18   1.4905079407245280E-013
          19   3.0701723820375914E-014
          20   8.4230990205120411E-016
          21   5.1093077991977354E-015
          22   3.3911457153417272E-014
          23   1.4331181960015303E-015
          24   1.9679582624151419E-014
          25   3.3507543065139676E-016
          26   5.7488161518098441E-019
          27   5.1332818407651528E-016
          28   1.5661344648340168E-015
          29   1.6835883207054413E-017
          30   7.9186917540497342E-016
          31   1.3351621136343360E-017
          32   6.3550578833809087E-016
          33   3.3316870302025396E-018
          34   9.9450684097221016E-017
          35   1.9902225143295622E-020
          36   7.7285437160679847E-018
          37   4.5679538454205901E-020
          38   1.9719070315439625E-019
          39   3.7863809826369204E-021
          40   7.8635131161824180E-022
          41   2.1072495734781100E-023
          42   1.6105929445944629E-021
